,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Amount,Prune Method,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay
270,False,False,,False,90,,,11.320000886917114,53.69999408721924,68.99896562099457,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mnasnet/random_channels/0,0.25,Random Filter,1.3333333333333333,1.45,,,,,0.0002
300,False,True,,False,100,,,25.050002336502075,35.77768206596374,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.4/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,,True,30,,,44.48000192642212,66.22986793518066,76.22219324111938,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/3,,,,1.0,,,AMDA ResNet50,,1e-05
270,False,False,,False,90,,,14.880001544952393,53.913331031799316,67.93197095394135,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/47,,,,1.0,,,AMDA ResNet50,,0.0001
1943,False,True,,False,1000,,,,,,0.1,SupCon,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/imagenet100/batch_1024/epochs1000,,,,1.0,,,,,0.0002
1422,False,True,,False,500,,,,,,0.1,KD_SupCon,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet100_again/kd_augmix/head,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,12.779998779296875,29.78293895721435,54.08044457435608,0.007,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.7_lr_0.007_decay_4e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
270,False,True,,False,90,,,8.939999341964722,42.67547130584717,59.8034143447876,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/mixture/kd_amda/2,,,,1.0,,,SWSL ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,25.739997625350952,45.72187066078186,65.03491997718811,0.031,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.3_lr_0.031_decay_2e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,2e-05
90,True,True,,True,30,,,47.61999845504761,67.45280027389526,78.7312462925911,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/subnets/resnet18/amda_amda/amda_amda/3,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,12.120002508163452,55.07919788360596,69.16063129901886,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mobilenet_v2/1,0.5,L¹ Filter,2.0,1.45,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,29.680001735687256,48.70693683624267,67.91903674602509,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,0.0
300,False,True,,False,100,,,27.230000495910645,39.84662890434265,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_0.5/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,32.95999765396118,48.31883907318115,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.0/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,26.160001754760742,36.68125867843628,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.9/crd_0.1/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,33.75999927520752,47.87704944610595,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.8/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
540,False,False,,False,180,,,11.100000143051147,43.64639520645141,58.43895375728607,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_std/10,0.5,Not Listed!,2.0,1.0,,,AMDA ResNet50,,0.0002
270,False,False,,False,90,,,29.64000105857849,72.95386791229248,79.81764078140259,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/layer_weight/std/higher_ratios/2,,Layer Weight,80,1.0,,,,,0.0002
90,True,True,,True,30,,,44.41999793052673,67.47946739196777,78.5631150007248,0.016,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_1.0_lr_0.016_decay_4e-05/3,,,,1.0,,,AMDA ResNet50,,4e-05
270,False,False,,False,90,,,10.339999198913574,49.057871103286736,67.75090396404266,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/standard/resnet_18_std_scaled_2,,,,1.45,,,,,0.0002
300,False,True,,False,100,,,24.37000274658203,34.92926359176636,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.5/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.30999779701233,35.9025239944458,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.2/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,23.430001735687256,46.1016833782196,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/cifar100/classification/kd_augmix/from_batch_1024/from_epochs1000,,,,1.0,,,custom,,0.0002
300,False,True,,False,100,,,26.999998092651367,37.42031455039978,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/baseline/augmix_bad,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,25.110000371932983,35.26631593704223,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/25,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.69000220298767,35.23736000061035,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
0,False,False,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-03-21/09-17-12,0.5,L¹ Filter,2.0,1.0,,,,,0.0002
90,True,True,,True,30,,,7.0999979972839355,20.97412943840026,45.408689975738525,0.1,StandardLoss,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/prune_down_resnet50/global_weight/batch_128/0,,Global Weight,2.3,1.0,,,,,0.0002
300,False,True,,False,100,,,23.739999532699585,37.71820664405823,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_1.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
270,False,False,,False,90,,,11.720001697540283,51.49493217468262,67.33057498931885,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/prunning/crd/prune_0.5,0.5,L¹ Filter,2.0,1.0,,,STD ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,17.46000051498413,36.02480292320251,58.691152930259705,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,0.00015
300,False,True,,False,100,,,24.08999800682068,35.39431691169739,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.6/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,17.059999704360962,35.76319813728332,58.91101956367493,0.051,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.6_lr_0.051_decay_5e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,5e-05
270,False,False,,False,90,,,14.539998769760132,49.71253275871277,64.5111232995987,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/8,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,512.0,True,30,,,19.300001859664917,51.58640146255493,70.46689093112946,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet100/augmix/classification_with_amda,,,,1.0,SupCon,False,,0.07,0.0002
1050,False,True,,False,350,,,98.35999999195339,98.77306818962096,98.77780647948386,0.1,SupCon,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet_100_temp_0.1/augmix/head,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,16.56000018119812,33.775466680526726,57.50775933265686,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.1_lr_0.1_decay_6e-05/1,,,,1.0,,,AMDA ResNet50,,6e-05
90,True,True,,True,30,,,15.140002965927124,32.31334090232849,56.207966804504395,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.2_lr_0.006_decay_4e-05/0,,,,1.0,,,AMDA ResNet50,,4e-05
21,False,False,,False,90,,,,,,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/59,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,22.18000292778015,45.70772647857666,63.34066092967987,0.031,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.3_lr_0.031_decay_2e-05/2,,,,1.0,,,AMDA ResNet50,,2e-05
90,True,True,,True,30,,,12.540000677108765,29.77280020713806,55.516037344932556,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/global_weights_small_ratio_without_kd/1,,Global Weight,5,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,14.459997415542603,30.98160028457641,55.1474392414093,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,6e-05
300,False,True,,False,100,,,27.35000252723694,41.09231829643249,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.1/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
1,False,False,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-04-02/17-44-45,0.5,Global Weight,2.0,1.0,,,,,0.0002
300,False,True,128.0,False,100,False,KnowledgeDistill,25.129997730255127,36.07463240623474,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/combine_hydra_distill/finetuned/0,,,10,1.0,KnowledgeDistill,False,AM ResNet50,,0.0002
180,True,True,,True,60,,,10.519999265670776,32.61494040489197,53.666579723358154,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_amda/6,0.5,Not Listed!,2.0,1.0,,,SWSL ResNet50,,0.0002
90,True,True,,True,30,,,66.89999997615814,77.56613492965698,88.12726363539696,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/layer_weight_amda/3,,Layer Weight,10,1.0,,,,,0.0002
270,False,False,,False,90,,,10.540002584457397,49.21600222587585,65.95318019390106,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100/kd_from_resnet50,,,,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.13000178337097,39.9495780467987,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.9/kd_0.5/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.4800021648407,36.13989353179931,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.9/crd_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
270,False,False,,False,90,,,20.480000972747803,53.120797872543335,65.98551571369171,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/27,,,,1.0,,,AMDA ResNet50,,0.0001
300,False,True,,False,100,,,33.719998598098755,46.00747227668762,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.9/kd_0.7/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,11.919999122619629,32.05226063728332,54.558974504470825,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/hydra_small_ratio/1,,,,1.0,,,AMDA ResNet50,,0.0002
1350,False,False,,False,90,,,17.43999719619751,61.35546565055847,73.71960580348969,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning_old/1,0.3,Not Listed!,1.4285714285714286,2.0,,,,,0.0002
90,True,True,,True,30,,,25.700002908706665,52.318668365478516,61.71753704547882,0.1,KnowledgeDistill,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/hydra_double_kd/2,,,,1.45,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,11.379998922348022,26.75679922103882,50.87946057319641,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/tryout_at/0,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,25.540000200271606,47.66473770141601,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.4/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
558,False,True,,False,1000,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/cifar100/classification/from_batch_1024/from_epochs_1000,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,24.3399977684021,35.01757979393005,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.1/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,,True,30,,,42.33999848365784,64.93359804153442,78.12338322401047,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/3,,,,1.0,,,AMDA ResNet50,,7e-05
90,True,True,,True,30,,,32.9800009727478,52.589064836502075,70.53155601024628,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/tune/resnet18/amda_amda_amda/amda_amda_amda/3,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,10.460001230239868,53.46959829330444,68.06777119636536,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mobilenet_v2/6,0.25,Global Weight,1.3333333333333333,1.45,,,,,0.0002
300,False,True,,False,100,,,25.120002031326294,36.30852699279785,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.7/crd_0.1/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.150002002716064,35.30252575874328,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.6/kd_0.8/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.69000220298767,35.69999933242798,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.4/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
180,True,True,,True,60,,,11.297738552093506,32.53749012947082,57.491108775138855,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/mobilenet_v2_scaled_2_amda,,,,1.45,,,,,0.0002
300,False,True,,False,100,,,24.150002002716064,36.2846314907074,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.4/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.779999256134033,36.058109998702996,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.2/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
90,True,True,,True,30,,,99.00000002235176,99.00000095367432,98.51267458871007,0.005,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_0_mixture_0.8_lr_0.005_decay_1e-05/3,,,,1.0,,,AMDA ResNet50,,1e-05
90,True,True,256.0,True,30,True,KnowledgeDistill,19.48000192642212,38.70133757591247,60.66347658634186,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,6e-05
270,False,False,,False,90,,,9.259998798370361,46.94933295249939,61.969736218452454,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/prunning/kd/prune_0.1,0.1,L¹ Filter,1.1111111111111112,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,31.269997358322144,55.30957579612732,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.8/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
90,True,True,,True,30,,,13.539999723434448,29.814934730529778,54.37791049480438,0.081,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.081_decay_6e-05/0,,,,1.0,,,AMDA ResNet50,,6e-05
180,True,True,,True,60,,,9.759998321533203,23.444002866744988,50.504398345947266,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/missing_stuff/random_channels/resnet/0,0.25,Random Filter,1.3333333333333333,1.45,,,,,0.0002
300,False,True,,False,100,,,32.56000280380249,46.87694907188415,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.2/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,83.5999995470047,90.61306715011595,92.8931713104248,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/hydra_kd_amda,,,,1.0,,,,,0.0002
300,False,True,128.0,False,100,,,34.56000089645386,47.16547727584839,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/global_weight/no_kd_redo/3,,Global Weight,80,1.0,StandardLoss,False,,,0.0002
300,False,True,,False,100,,,24.68000054359436,36.17010712623596,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.2/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
294,False,True,,False,100,,,,,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.1/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.720001220703125,35.82684397697449,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.4/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,34.47999954223633,46.62526845932007,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_0.6/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
3,False,False,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-03-23/10-40-52,0.5,L¹ Filter,0.2,1.0,,,,,0.0002
300,False,True,,False,100,,,24.76000189781189,35.82726716995239,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.8/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,16.699999570846558,37.6853346824646,58.45188796520233,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/1,,,,1.0,,,AMDA ResNet50,,2e-05
90,True,True,256.0,True,30,True,KnowledgeDistill,17.079997062683105,35.979199409484856,58.50362181663513,0.036,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.6_lr_0.036_decay_6e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,6e-05
300,False,True,,False,100,,,24.559998512268066,35.10957956314087,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
270,False,False,,False,90,,,11.019998788833618,47.95599579811096,64.33005630970001,0.1,KnowledgeDistill,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/deepaugment_teacher/mnasnet/1,,,,1.0,,,DA ResNet50,,0.0002
300,False,True,,False,100,,,24.550002813339233,35.24063229560852,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.2/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.159997701644897,34.83336567878723,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.5/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.3399977684021,35.262835025787346,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.6/kd_0.8/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,16.699999570846558,39.37466144561767,57.75995850563049,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/sneak_prev/subnets/1,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,12.680000066757202,29.65173721313476,53.737714886665344,0.058,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.7_lr_0.058_decay_9e-05/0,,,,1.0,,,AMDA ResNet50,,9e-05
