,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Amount,Prune Method,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay
90,True,True,,True,30,,,12.919998168945312,30.39226531982422,54.487842321395874,0.032,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.7_lr_0.032_decay_2e-05/0,,,,1.0,,,AMDA ResNet50,,2e-05
300,False,True,,False,100,,,24.129998683929443,35.13568043708801,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.6/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
270,False,True,,False,90,,,9.380000829696655,40.16400575637817,62.32540011405945,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/mixture/crd_kd_amda/2,,,,1.0,,,SWSL ResNet50,,0.0002
270,False,False,,False,90,,,14.399999380111694,51.93520188331604,65.77211618423462,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/20,,,,1.0,,,AMDA ResNet50,,0.0001
0,False,False,,False,0,,,5.500000715255737,28.95840406417846,52.34738886356354,0.1,StandardLoss,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-04-03/12-55-03,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,24.489998817443848,35.73504686355591,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.1/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,34.450000524520874,47.875267267227166,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.8/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,23.890000581741333,35.23653149604797,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.6/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.69000220298767,35.465365648269646,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.1/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,,True,30,,,16.360002756118774,35.581332445144646,56.49896562099457,0.082,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.2_lr_0.082_decay_2e-05/1,,,,1.0,,,AMDA ResNet50,,2e-05
270,False,False,,False,90,,,11.760002374649048,55.078136920928955,69.6391612291336,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/l1_channels_mnasnet_std/1,0.3,L¹ Filter,1.4285714285714286,1.0,,,,,0.0002
300,False,True,,False,100,,,25.63999891281128,36.04505658149719,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.7/crd_0.3/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
24,False,True,,False,90,,,,,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/crd_testing/imagent100/resnet_18_augmix_std_teacher,0.5,Global Weight,2.0,1.0,,,STD ResNet50,,0.0002
270,False,False,,False,90,,,19.16000247001648,64.13306593894958,76.83005630970003,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mobilenet_v2/random_channels/1,0.5,Random Filter,2.0,1.45,,,,,0.0002
90,True,True,,True,30,,,16.15999937057495,34.34639573097229,56.81582987308502,0.092,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.6_lr_0.092_decay_0.0001/1,,,,1.0,,,AMDA ResNet50,,0.0001
9,False,False,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-03-21/09-22-23,0.1,L¹ Filter,1.1111111111111112,1.0,,,,,0.0002
90,True,True,,True,30,,,33.25999975204468,55.88799715042114,73.54500889778137,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/global_weight/3,,Global Weight,80,1.0,,,,,0.0002
270,False,False,,False,90,,,9.65999960899352,46.83306813240051,63.18546235561371,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/analysis/teachers/1,,,,1.0,,,AM ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,12.279999256134033,29.1090726852417,54.00931239128113,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,3e-05
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/6,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,25.150001049041748,35.86968183517456,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.9/crd_0.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.400001764297485,35.63926219940185,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.3/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,15.719997882843018,34.58213210105896,57.46895968914032,0.058,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/goodconfig/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,9e-05
300,False,True,128.0,False,100,,,43.709999322891235,55.22189140319824,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/hydra/redo_mask/20_80/1,,,,1.0,StandardLoss,False,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,16.15999937057495,35.03679633140564,57.61769413948059,0.093,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.8_lr_0.093_decay_6e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,6e-05
300,False,False,,False,100,,,24.940001964569092,47.16926217079162,,0.1,StandardLoss,resnet34,/work/dlclarge2/agnihotr-shashank-pruneshift/resnet34/cifar/standard,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,23.750001192092896,36.140531301498406,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/cofar100/crd_from_resnet50_no_jsd_student_no_jsd,,,,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.980002641677856,36.13589406013489,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.3/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
180,True,True,,True,60,,,48.079997301101685,68.32853555679321,75.26513189077377,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/uniform_amda/7,0.7,Not Listed!,3.333333333333333,1.0,,,,,0.0002
300,False,True,,False,100,,,24.720001220703125,35.22568345069885,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.6/kd_0.8/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,14.300000667572021,32.8432023525238,56.6476970911026,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/hydra_amda/finetune/0,,,,1.0,,,,,0.0002
0,True,True,,True,30,,,14.340001344680786,30.328530073165886,54.610708355903625,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/l1_channels_resnet18_amda/2,0.5,L¹ Filter,2.0,1.0,,,,,0.0002
300,False,True,,False,100,,,28.299999237060547,40.09158015251159,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
90,True,True,512.0,True,30,,,18.99999976158142,51.26799941062927,69.93662714958191,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet100_again/augmix/classification_amda,,,,1.0,SupCon,False,,0.07,0.0002
270,False,False,,False,90,,,9.359997510910045,48.17306399345398,63.806259632110596,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/0,,,,1.0,,,STD ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,11.460000276565552,27.52853631973266,52.68365144729614,0.131,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.5_lr_0.131_decay_7e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
90,True,True,,True,30,,,13.020002841949463,28.31360101699829,53.750646114349365,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/mask_selection/deepnet/1,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,27.890002727508545,40.60074090957641,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.5/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
270,False,False,,False,90,,,14.219999313354492,49.26720261573791,64.76332247257233,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/19,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,13.359999656677246,30.425602197647088,54.90817427635193,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.2_lr_0.069_decay_7e-05/0,,,,1.0,,,AMDA ResNet50,,7e-05
45,False,False,,False,15,,,14.639997482299805,49.7706651687622,65.00905454158783,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet/std/higher_ratios/0,,,,1.0,,,,,0.0002
180,True,True,,True,60,,,9.719997644424438,23.37413430213928,50.57553052902222,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/pruning_amda/3,0.75,Global Weight,4.0,1.45,,,,,0.0002
300,False,True,,False,100,,,33.319997787475586,48.83862733840942,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.8/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,13.840001821517944,31.01680278778076,57.042163610458374,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/hydra_amda/finetune/0,,,,1.0,,,,,0.0002
270,False,False,512.0,False,90,,,18.540000915527344,53.67226600646973,71.08768820762634,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet100_again/augmix/classification_standard,,,,1.0,SupCon,False,,0.07,0.0002
300,False,True,,False,100,,,27.27000117301941,40.34526348114013,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.01000165939331,36.35368943214416,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/cifar100/lr_impl/classification_lr_0.1,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,24.620002508163452,36.12052798271179,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.2/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,17.419999837875366,37.01387047767639,59.38308238983154,0.057,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.057_decay_4e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
300,False,True,,False,100,,,24.69000220298767,45.84116339683532,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.6/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.400001764297485,35.99790334701538,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.8/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
270,False,True,,False,90,,,9.479999542236317,34.74532961845398,54.41024303436279,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/crd_testing/imagenet100/kd_resnet_18_augmix_amda_teacher,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,128.0,False,100,,,26.88000202178955,37.23663091659546,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/global_weight/no_kd/0,,Global Weight,10,1.0,StandardLoss,False,,,0.0002
90,True,True,,True,30,,,14.459997415542603,31.780266761779778,55.89756965637207,0.005,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.5_lr_0.005_decay_8e-05/0,,,,1.0,,,AMDA ResNet50,,8e-05
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/2,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,10.240000486373901,24.48986768722534,50.78246295452118,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/pruning_amda/redo_random_channel/0,0.25,Random Filter,1.3333333333333333,1.45,,,,,0.0002
300,False,True,,False,100,,,24.299997091293335,35.37390232086181,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_1.0/crd_1.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.0600004196167,49.10452961921692,68.01603734493256,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/crd_settings/5,,,,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,24.68000054359436,36.17010712623596,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
90,True,True,,True,30,,,11.720001697540283,27.82559990882873,54.97930645942688,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/amda_teacher_amda_student_crd_augmix_0.3/crd_0.8/kd_0.0,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.76000189781189,35.82726716995239,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.4/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.83999729156494,36.1579954624176,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.2/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
90,True,True,,True,30,,,26.099997758865356,48.51679801940918,66.68391227722168,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/tune/resnet18/amda_std_amda/amda_std_amda/3,,,,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,18.900001049041748,36.95706725120544,59.70641374588013,0.012,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.1_lr_0.012_decay_2e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,2e-05
90,True,True,,True,30,,,12.139999866485596,27.137601375579827,53.3497154712677,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/mask_selection/finetuning,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,9.259998798370361,47.24587202072143,66.64511263370514,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/prunning/crd/prune_0.1,0.1,L¹ Filter,1.1111111111111112,1.0,,,STD ResNet50,,0.0002
540,False,False,,False,180,,,10.379999876022339,52.930402755737305,65.67511558532715,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_uniform_resnet18_std/7,0.5,Not Listed!,2.0,1.0,,,SWSL ResNet50,,0.0002
300,False,True,,False,100,,,23.250001668930054,34.99252796173095,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/testing_relax/cifar100/augmix/std_teacher50_augmix_student18/nce_k_16384,,,,1.0,,,custom,,0.0002
791,True,True,,True,350,,,,,,0.1,SupCon,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/actual_img100_0.1/amda/head,,,,1.0,,,,,0.0002
180,True,True,,True,60,,,10.61999797821045,27.33599543571472,53.34324836730957,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/pruned_amda/5,0.25,Global Weight,1.3333333333333333,1.45,,,,,0.0002
300,False,True,,False,100,,,26.399999856948853,36.56294345855713,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_1.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.449998140335083,35.2332592010498,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.2/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
540,False,False,,False,180,,,8.78000259399414,35.20079255104065,54.0545791387558,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_std/8,0.1,Not Listed!,1.1111111111111112,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.860000610351562,35.79442501068115,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.3/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
0,False,False,,False,0,,,26.45999789237976,36.81337237358093,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-03-25/17-54-39,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,60.74000000953674,76.57573223114014,84.02095139026642,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-29/16-53-56,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,32.35999941825867,49.84826445579529,69.66502964496613,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/l1_channels_mnasnet_amda/3,0.7,L¹ Filter,3.333333333333333,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,16.780000925064087,35.8672022819519,58.58122110366821,0.078,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.5_lr_0.078_decay_3e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,3e-05
300,False,True,,False,100,,,24.159997701644897,35.055679082870476,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.5/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.029999017715454,36.0034704208374,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.2/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,23.72000217437744,46.6701328754425,62.997931241989136,0.014,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.2_lr_0.014_decay_7e-05/2,,,,1.0,,,AMDA ResNet50,,7e-05
0,False,False,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-04-02/17-16-49,0.5,Global Weight,2.0,1.0,,,,,0.0002
300,False,True,,False,100,,,27.53000259399414,40.72831273078918,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_1.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.449997186660767,36.12189888954162,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.1/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
90,True,True,,True,30,,,14.78000283241272,34.56293940544128,55.78763484954834,0.058,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/goodconfig/1,,,,1.0,,,AMDA ResNet50,,9e-05
300,False,True,,False,100,,,24.290001392364502,35.8173668384552,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.8/kd_0.9/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,13.239997625350952,30.20613193511963,54.99870777130127,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.2_lr_0.006_decay_4e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
300,False,True,,False,100,,,24.239999055862427,35.72158217430115,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
